URL,REDIRECTS_TO,TYPE,LANG,STATUS,CANONICAL,ROBOTS,INDEXABLE,TITLE,DESCRIPTION,H1,WORDS,INBOUND,ORPHAN,SCHEMA,HREFLANG,GRADE,ISSUES
https://ekgurulearning.github.io/EkGuru/hindi/how-long/index.html,https://ekguru.shop/hindi/how-long/,hindi,en,,https://ekguru.shop/hindi/how-long/,"index, follow, max-snippet:-1, max-image-preview:large",yes,How long Hindi takes to learn — the honest answer | EkGuru,"Why nobody can give you an honest single number, and what actually determines it. Free, no sign-up.",How long Hindi takes to learn — the honest answer,456,3,no,Article Language Organization Organization ItemList ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/index.html,https://ekguru.shop/hindi/,hindi,en,,https://ekguru.shop/hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Every Hindi Topic — The Complete Learning Map | EkGuru,"34 Hindi topics from the alphabet to slang, each explained properly and linked to every guide, question and tool on the subject. Free.","Every Hindi topic, mapped",1235,62,no,CollectionPage ItemList ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/indian-languages/index.html,https://ekguru.shop/hindi/indian-languages/,hindi,en,,https://ekguru.shop/hindi/indian-languages/,"index, follow, max-snippet:-1, max-image-preview:large",yes,"Hindi vs Punjabi, Bengali, Tamil, Sanskrit and the… | EkGuru","Which Indian languages are close relatives, which are not related at all, and what that means for a learner. Free, no sign-up.","Hindi vs Punjabi, Bengali, Tamil, Sanskrit and the rest",385,3,no,Article Language Organization Organization ItemList ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/listening/index.html,https://ekguru.shop/hindi/listening/,hindi,en,,https://ekguru.shop/hindi/listening/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Understanding Hindi at real speed | EkGuru,"Why comprehension lags behind everything else, and the only thing that fixes it. Free, no sign-up.",Understanding Hindi at real speed,384,5,no,Article Language Organization Organization ItemList ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/mistakes/index.html,https://ekguru.shop/hindi/mistakes/,hindi,en,,https://ekguru.shop/hindi/mistakes/,"index, follow, max-snippet:-1, max-image-preview:large",yes,The errors learners actually make | EkGuru,"The ones that fossilise, in the order they cost you most. Free, no sign-up.",The errors learners actually make,354,33,no,Article Language Organization Organization ItemList ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/name-topic/index.html,https://ekguru.shop/hindi/name-topic/,hindi,en,,https://ekguru.shop/hindi/name-topic/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Writing a name in Devanagari | EkGuru,"Transliteration, not translation — and why there is often more than one correct answer. Free, no sign-up.",Writing a name in Devanagari,394,3,no,Article Language Organization Organization ItemList ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/numbers/index.html,https://ekguru.shop/hindi/numbers/,hindi,en,,https://ekguru.shop/hindi/numbers/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Counting in Hindi | EkGuru,"Why they are harder than they look, the pattern that saves you, and lakh and crore. Free, no sign-up.",Counting in Hindi,392,4,no,Article Language Organization Organization ItemList ListItem ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/phrases-food/index.html,https://ekguru.shop/hindi/phrases-food/,hindi,en,,https://ekguru.shop/hindi/phrases-food/,"index, follow, max-snippet:-1, max-image-preview:large",yes,"Ordering, refusing and enjoying food in Hindi | EkGuru","The two spice words that are not the same, and why refusing food once does not work. Free, no sign-up.","Ordering, refusing and enjoying food in Hindi",533,4,no,Article Language Organization Organization ItemList ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/phrases-travel/index.html,https://ekguru.shop/hindi/phrases-travel/,hindi,en,,https://ekguru.shop/hindi/phrases-travel/,"index, follow, max-snippet:-1, max-image-preview:large",yes,The Hindi that actually helps on a trip | EkGuru,"Autos, trains, bargaining and the phrases that change how you are treated. Free, no sign-up.",The Hindi that actually helps on a trip,609,5,no,Article Language Organization Organization ItemList ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/pronunciation/index.html,https://ekguru.shop/hindi/pronunciation/,hindi,en,,https://ekguru.shop/hindi/pronunciation/,"index, follow, max-snippet:-1, max-image-preview:large",yes,How Hindi actually sounds | EkGuru,"Aspiration, retroflex consonants, and the four-way distinctions English speakers cannot hear at first. Free, no sign-up.",How Hindi actually sounds,405,38,no,Article Language Organization Organization ItemList ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/reading/index.html,https://ekguru.shop/hindi/reading/,hindi,en,,https://ekguru.shop/hindi/reading/,"index, follow, max-snippet:-1, max-image-preview:large",yes,From sounding out to actually reading | EkGuru,"The stages between knowing the letters and reading a sentence without effort. Free, no sign-up.",From sounding out to actually reading,394,3,no,Article Language Organization Organization ItemList ListItem ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/relationships/index.html,https://ekguru.shop/hindi/relationships/,hindi,en,,https://ekguru.shop/hindi/relationships/,"index, follow, max-snippet:-1, max-image-preview:large",yes,"Talking to a partner, and to their family | EkGuru","The register question, meeting parents, and why the film version is not the spoken one. Free, no sign-up.","Talking to a partner, and to their family",525,3,no,Article Language Organization Organization ItemList ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/sentence-structure/index.html,https://ekguru.shop/hindi/sentence-structure/,hindi,en,,https://ekguru.shop/hindi/sentence-structure/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Building a Hindi sentence | EkGuru,"Verb last, postpositions after, and how to stop translating from English in your head. Free, no sign-up.",Building a Hindi sentence,371,33,no,Article Language Organization Organization ItemList ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/shopping/index.html,https://ekguru.shop/hindi/shopping/,hindi,en,,https://ekguru.shop/hindi/shopping/,"index, follow, max-snippet:-1, max-image-preview:large",yes,"Prices, bargaining and Indian numbers | EkGuru","Catching a price said at speed, and knowing when bargaining is expected. Free, no sign-up.","Prices, bargaining and Indian numbers",354,3,no,Article Language Organization Organization ItemList ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/slang/index.html,https://ekguru.shop/hindi/slang/,hindi,en,,https://ekguru.shop/hindi/slang/,"index, follow, max-snippet:-1, max-image-preview:large",yes,The words nobody teaches you | EkGuru,"यार, अच्छा, बस and the small words that carry a conversation. Free, no sign-up.",The words nobody teaches you,385,3,no,Article Language Organization Organization ItemList ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/speaking/index.html,https://ekguru.shop/hindi/speaking/,hindi,en,,https://ekguru.shop/hindi/speaking/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Getting words out of your mouth | EkGuru,"Why production is the bottleneck, and why it is the one thing you cannot do alone. Free, no sign-up.",Getting words out of your mouth,387,8,no,Article Language Organization Organization ItemList ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/time-date/index.html,https://ekguru.shop/hindi/time-date/,hindi,en,,https://ekguru.shop/hindi/time-date/,"index, follow, max-snippet:-1, max-image-preview:large",yes,"Days, months and telling the time | EkGuru","The seven days and their planets, the month names, and the two clock times that follow no rule. Free, no sign-up.","Days, months and telling the time",422,3,no,Article Language Organization Organization ItemList ListItem ListItem ListItem ListItem ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/verbs/index.html,https://ekguru.shop/hindi/verbs/,hindi,en,,https://ekguru.shop/hindi/verbs/,"index, follow, max-snippet:-1, max-image-preview:large",yes,"The verb system, without the fog | EkGuru","Three tenses, gender agreement, and the noun-plus-करना trick that gives you hundreds of expressions free. Free, no sign-up.","The verb system, without the fog",367,32,no,Article Language Organization Organization ItemList ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/vocabulary/index.html,https://ekguru.shop/hindi/vocabulary/,hindi,en,,https://ekguru.shop/hindi/vocabulary/,"index, follow, max-snippet:-1, max-image-preview:large",yes,"Which words to learn, and in what order | EkGuru","The first thousand words, where they come from, and the free vocabulary your own language may already give you. Free, no sign-up.","Which words to learn, and in what order",537,38,no,Article Language Organization Organization ItemList ListItem ListItem ListItem ListItem ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi/writing/index.html,https://ekguru.shop/hindi/writing/,hindi,en,,https://ekguru.shop/hindi/writing/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Handwriting and typing Devanagari | EkGuru,"Stroke order, the top line, and why typing is not the same as writing. Free, no sign-up.",Handwriting and typing Devanagari,411,4,no,Article Language Organization Organization ItemList ListItem ListItem ListItem ListItem BreadcrumbList ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/ahmedabad/index.html,https://ekguru.shop/hindi-tutor/ahmedabad/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/ahmedabad/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Ahmedabad — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Ahmedabad. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Ahmedabad,601,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/australia/index.html,https://ekguru.shop/hindi-tutor/australia/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/australia/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Australia — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Australia. Lessons 14:30–03:30 (next day) your local time. From $6 a lesson, trial available.",Hindi tutors for students in Australia,609,15,no,Service Organization Country PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/bangalore/index.html,https://ekguru.shop/hindi-tutor/bangalore/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/bangalore/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Bangalore — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Bangalore. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Bangalore,610,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/canada/index.html,https://ekguru.shop/hindi-tutor/canada/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/canada/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Canada — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Canada. Lessons 22:30 (previous day)–11:30 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Canada,606,15,no,Service Organization Country PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/chandigarh/index.html,https://ekguru.shop/hindi-tutor/chandigarh/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/chandigarh/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Chandigarh — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Chandigarh. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Chandigarh,608,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/chennai/index.html,https://ekguru.shop/hindi-tutor/chennai/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/chennai/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Chennai — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Chennai. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Chennai,618,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/delhi/index.html,https://ekguru.shop/hindi-tutor/delhi/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/delhi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Delhi — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Delhi. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Delhi,634,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/dubai/index.html,https://ekguru.shop/hindi-tutor/dubai/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/dubai/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Dubai — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Dubai. Lessons 07:30–20:30 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Dubai,676,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/germany/index.html,https://ekguru.shop/hindi-tutor/germany/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/germany/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Germany — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Germany. Lessons 04:30–17:30 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Germany,610,15,no,Service Organization Country PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/houston/index.html,https://ekguru.shop/hindi-tutor/houston/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/houston/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Houston — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Houston. Lessons 21:30 (previous day)–10:30 your local time. From $6 a lesson, trial…",Hindi tutors for students in Houston,651,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/hyderabad/index.html,https://ekguru.shop/hindi-tutor/hyderabad/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/hyderabad/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Hyderabad — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Hyderabad. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Hyderabad,619,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/index.html,https://ekguru.shop/hindi-tutor/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors by Location — India and Worldwide | EkGuru,"Online Hindi lessons wherever you are — Delhi, Mumbai, London, New York, Dubai, Sydney and more. Local lesson times, local currency, native tutors.","Hindi tutors, wherever you are",585,69,no,CollectionPage ItemList ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/jaipur/index.html,https://ekguru.shop/hindi-tutor/jaipur/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/jaipur/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Jaipur — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Jaipur. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Jaipur,617,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/japan/index.html,https://ekguru.shop/hindi-tutor/japan/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/japan/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Japan — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Japan. Lessons 12:30–01:30 (next day) your local time. From $6 a lesson, trial available.",Hindi tutors for students in Japan,620,15,no,Service Organization Country PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/kolkata/index.html,https://ekguru.shop/hindi-tutor/kolkata/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/kolkata/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Kolkata — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Kolkata. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Kolkata,616,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/london/index.html,https://ekguru.shop/hindi-tutor/london/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/london/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in London — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from London. Lessons 03:30–16:30 your local time. From $6 a lesson, trial available.",Hindi tutors for students in London,676,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/lucknow/index.html,https://ekguru.shop/hindi-tutor/lucknow/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/lucknow/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Lucknow — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Lucknow. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Lucknow,606,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/melbourne/index.html,https://ekguru.shop/hindi-tutor/melbourne/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/melbourne/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Melbourne — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Melbourne. Lessons 14:30–03:30 (next day) your local time. From $6 a lesson, trial available.",Hindi tutors for students in Melbourne,645,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/mumbai/index.html,https://ekguru.shop/hindi-tutor/mumbai/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/mumbai/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Mumbai — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Mumbai. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Mumbai,612,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/nepal/index.html,https://ekguru.shop/hindi-tutor/nepal/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/nepal/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Nepal — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Nepal. Lessons 09:15–22:15 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Nepal,615,15,no,Service Organization Country PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/new-york/index.html,https://ekguru.shop/hindi-tutor/new-york/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/new-york/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in New York — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from New York. Lessons 22:30 (previous day)–11:30 your local time. From $6 a lesson, trial…",Hindi tutors for students in New York,669,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/patna/index.html,https://ekguru.shop/hindi-tutor/patna/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/patna/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Patna — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Patna. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Patna,600,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/pune/index.html,https://ekguru.shop/hindi-tutor/pune/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/pune/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Pune — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Pune. Lessons 09:00–22:00 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Pune,609,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/san-francisco/index.html,https://ekguru.shop/hindi-tutor/san-francisco/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/san-francisco/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in San Francisco Bay Area — Online… | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from San Francisco Bay Area. Lessons 19:30 (previous day)–08:30 your local time. From $6 a…",Hindi tutors for students in San Francisco Bay Area,688,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/singapore/index.html,https://ekguru.shop/hindi-tutor/singapore/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/singapore/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Singapore — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Singapore. Lessons 11:30–00:30 (next day) your local time. From $6 a lesson, trial available.",Hindi tutors for students in Singapore,614,15,no,Service Organization Country PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/south-africa/index.html,https://ekguru.shop/hindi-tutor/south-africa/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/south-africa/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in South Africa — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from South Africa. Lessons 05:30–18:30 your local time. From $6 a lesson, trial available.",Hindi tutors for students in South Africa,617,15,no,Service Organization Country PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/spain/index.html,https://ekguru.shop/hindi-tutor/spain/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/spain/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Spain — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Spain. Lessons 04:30–17:30 your local time. From $6 a lesson, trial available.",Hindi tutors for students in Spain,614,15,no,Service Organization Country PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/sydney/index.html,https://ekguru.shop/hindi-tutor/sydney/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/sydney/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Sydney — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Sydney. Lessons 14:30–03:30 (next day) your local time. From $6 a lesson, trial available.",Hindi tutors for students in Sydney,660,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
https://ekgurulearning.github.io/EkGuru/hindi-tutor/toronto/index.html,https://ekguru.shop/hindi-tutor/toronto/,hindi-tutor,en,,https://ekguru.shop/hindi-tutor/toronto/,"index, follow, max-snippet:-1, max-image-preview:large",yes,Hindi Tutors in Toronto — Online Lessons | EkGuru,"Learn Hindi one to one with native-speaking tutors, online from Toronto. Lessons 22:30 (previous day)–11:30 your local time. From $6 a lesson, trial…",Hindi tutors for students in Toronto,660,15,no,Service Organization City PostalAddress ServiceChannel Offer FAQPage Question Answer Question Answer Question Answer Question Answer BreadcrumbList ListItem ListItem ListItem,0,A,
