path,category,title,canonical,robots,indexable,publication_state,ad_class,visible_words,h1_count,duplicate_ids,duplicate_external_scripts,images_missing_alt,internal_links,external_links,forms,adsense_loader,adsense_slots,consent_script,analytics_script,issues
hindi-tutor/delhi/index.html,tutor,Hindi Tutors in Delhi — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/delhi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,679,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/dubai/index.html,tutor,Hindi Tutors in Dubai — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/dubai/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,721,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/germany/index.html,tutor,Hindi Tutors in Germany — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/germany/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,659,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/houston/index.html,tutor,Hindi Tutors in Houston — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/houston/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,698,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/hyderabad/index.html,tutor,Hindi Tutors in Hyderabad — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/hyderabad/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,664,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/index.html,tutor,Hindi Tutors by Location — India and Worldwide | EkGuru,https://ekguru.shop/hindi-tutor/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,705,1,,,0,53,1,0,no,0,yes,yes,
hindi-tutor/jaipur/index.html,tutor,Hindi Tutors in Jaipur — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/jaipur/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,662,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/japan/index.html,tutor,Hindi Tutors in Japan — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/japan/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,668,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/kolkata/index.html,tutor,Hindi Tutors in Kolkata — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/kolkata/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,660,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/london/index.html,tutor,Hindi Tutors in London — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/london/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,721,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/lucknow/index.html,tutor,Hindi Tutors in Lucknow — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/lucknow/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,650,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/melbourne/index.html,tutor,Hindi Tutors in Melbourne — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/melbourne/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,692,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/mumbai/index.html,tutor,Hindi Tutors in Mumbai — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/mumbai/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,656,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/nepal/index.html,tutor,Hindi Tutors in Nepal — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/nepal/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,664,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/new-york/index.html,tutor,Hindi Tutors in New York — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/new-york/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,714,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/patna/index.html,tutor,Hindi Tutors in Patna — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/patna/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,645,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/pune/index.html,tutor,Hindi Tutors in Pune — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/pune/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,652,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/san-francisco/index.html,tutor,Hindi Tutors in San Francisco Bay Area — Online… | EkGuru,https://ekguru.shop/hindi-tutor/san-francisco/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,734,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/singapore/index.html,tutor,Hindi Tutors in Singapore — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/singapore/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,663,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/south-africa/index.html,tutor,Hindi Tutors in South Africa — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/south-africa/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,666,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/spain/index.html,tutor,Hindi Tutors in Spain — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/spain/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,661,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/sydney/index.html,tutor,Hindi Tutors in Sydney — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/sydney/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,706,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/toronto/index.html,tutor,Hindi Tutors in Toronto — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/toronto/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,704,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/united-arab-emirates/index.html,tutor,Hindi Tutors in UAE — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/united-arab-emirates/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,662,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/united-kingdom/index.html,tutor,Hindi Tutors in United Kingdom — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/united-kingdom/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,683,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/united-states/index.html,tutor,Hindi Tutors in United States — Online Lessons | EkGuru,https://ekguru.shop/hindi-tutor/united-states/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,675,1,,,0,67,1,0,no,0,yes,yes,
hindi-tutor/worldwide/index.html,tutor,Hindi Tutors in Anywhere in the World — Online… | EkGuru,https://ekguru.shop/hindi-tutor/worldwide/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,669,1,,,0,67,1,0,no,0,yes,yes,
how-levels-work/index.html,other,"How EkGuru levels work — A1 to C2, and why C4 does | EkGuru",https://ekguru.shop/how-levels-work/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,1399,1,,,0,49,1,0,no,0,yes,no,
id/hindi/index.html,other,Belajar bahasa Hindi — panduan lengkap | EkGuru,https://ekguru.shop/id/hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,919,1,,,0,59,13,0,no,0,yes,yes,
index.html,homepage,Learn Hindi Online with a Private Tutor | EkGuru,https://ekguru.shop/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,1409,1,,,0,18,12,1,no,0,yes,yes,
it/hindi/index.html,other,Imparare l'hindi — la guida completa | EkGuru,https://ekguru.shop/it/hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,947,1,,,0,59,13,0,no,0,yes,yes,
ja/find-tutors.html,other,ヒンディー語講師を探す | EkGuru,https://ekguru.shop/ja/find-tutors.html,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,217,1,,,0,39,16,0,no,0,yes,yes,
ja/hindi/index.html,other,ヒンディー語を学ぶ — 完全ガイド | EkGuru,https://ekguru.shop/ja/hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,433,1,,,0,60,13,0,no,0,yes,yes,
ja/index.html,other,オンラインでヒンディー語を学ぶ | EkGuru マンツーマンレッスン,https://ekguru.shop/ja/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,294,1,,,0,65,16,0,no,0,yes,yes,
ja/join.html,other,ヒンディー語講師になる — EkGuruで教える,https://ekguru.shop/ja/join.html,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,161,1,,,0,32,16,0,no,0,yes,yes,
join.html,form,Become a Hindi Tutor — Free Listing | EkGuru,https://ekguru.shop/join.html,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,TRANSACTIONAL,810,1,,,0,0,9,0,no,0,yes,yes,
kannada/alphabet/index.html,other,Kannada alphabet | EkGuru,https://ekguru.shop/kannada/alphabet/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,756,1,,,0,83,1,0,no,0,yes,no,
kannada/beginners/index.html,other,Kannada for absolute beginners | EkGuru,https://ekguru.shop/kannada/beginners/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,721,1,,,0,83,1,0,no,0,yes,no,
kannada/business/index.html,other,Kannada for work and business | EkGuru,https://ekguru.shop/kannada/business/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,649,1,,,0,83,1,0,no,0,yes,no,
kannada/conversation/index.html,other,Real Kannada conversation | EkGuru,https://ekguru.shop/kannada/conversation/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,807,1,,,0,83,1,0,no,0,yes,no,
kannada/emergency/index.html,other,Emergency Kannada | EkGuru,https://ekguru.shop/kannada/emergency/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,684,1,,,0,83,1,0,no,0,yes,no,
kannada/family/index.html,other,Family words in Kannada | EkGuru,https://ekguru.shop/kannada/family/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,709,1,,,0,83,1,0,no,0,yes,no,
kannada/flashcards-topic/index.html,other,Flashcards by topic in Kannada | EkGuru,https://ekguru.shop/kannada/flashcards-topic/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,646,1,,,0,82,1,0,no,0,yes,no,
kannada/for-kids/index.html,other,Kannada for kids | EkGuru,https://ekguru.shop/kannada/for-kids/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,641,1,,,0,83,1,0,no,0,yes,no,
kannada/formal-informal/index.html,other,Formal and informal Kannada | EkGuru,https://ekguru.shop/kannada/formal-informal/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,725,1,,,0,83,1,0,no,0,yes,no,
kannada/grammar/index.html,other,Kannada grammar | EkGuru,https://ekguru.shop/kannada/grammar/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,763,1,,,0,83,1,0,no,0,yes,no,
kannada/greetings/index.html,other,Saying hello the Kannada way | EkGuru,https://ekguru.shop/kannada/greetings/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,774,1,,,0,82,1,0,no,0,yes,no,
kannada/heritage/index.html,other,Kannada for heritage learners | EkGuru,https://ekguru.shop/kannada/heritage/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,680,1,,,0,83,1,0,no,0,yes,no,
kannada/how-long/index.html,other,How long does Kannada take? | EkGuru,https://ekguru.shop/kannada/how-long/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,691,1,,,0,83,1,0,no,0,yes,no,
kannada/index.html,other,Learn Kannada (ಕನ್ನಡ) | EkGuru,https://ekguru.shop/kannada/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,919,1,,,0,44,1,0,no,0,yes,no,
kannada/indian-languages/index.html,other,Kannada among Indian languages | EkGuru,https://ekguru.shop/kannada/indian-languages/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,653,1,,,0,83,1,0,no,0,yes,no,
kannada/kannada-vs-telugu/index.html,other,Kannada vs Telugu | EkGuru,https://ekguru.shop/kannada/kannada-vs-telugu/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,707,1,,,0,83,1,0,no,0,yes,no,
kannada/listening/index.html,other,Understanding spoken Kannada | EkGuru,https://ekguru.shop/kannada/listening/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,699,1,,,0,83,1,0,no,0,yes,no,
kannada/mistakes/index.html,other,Mistakes every learner makes in Kannada | EkGuru,https://ekguru.shop/kannada/mistakes/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,735,1,,,0,83,1,0,no,0,yes,no,
kannada/name-topic/index.html,other,Write your name in Kannada | EkGuru,https://ekguru.shop/kannada/name-topic/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,708,1,,,0,83,1,0,no,0,yes,no,
kannada/numbers/index.html,other,Counting in Kannada | EkGuru,https://ekguru.shop/kannada/numbers/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,730,1,,,0,83,1,0,no,0,yes,no,
kannada/phrases-food/index.html,other,Food phrases in Kannada | EkGuru,https://ekguru.shop/kannada/phrases-food/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,733,1,,,0,83,1,0,no,0,yes,no,
kannada/phrases-travel/index.html,other,Travel phrases in Kannada | EkGuru,https://ekguru.shop/kannada/phrases-travel/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,701,1,,,0,83,1,0,no,0,yes,no,
kannada/pronunciation/index.html,other,Kannada pronunciation | EkGuru,https://ekguru.shop/kannada/pronunciation/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,744,1,,,0,83,1,0,no,0,yes,no,
kannada/reading/index.html,other,Reading Kannada | EkGuru,https://ekguru.shop/kannada/reading/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,653,1,,,0,83,1,0,no,0,yes,no,
kannada/relationships/index.html,other,Talking about relationships in Kannada | EkGuru,https://ekguru.shop/kannada/relationships/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,664,1,,,0,83,1,0,no,0,yes,no,
kannada/sandalwood/index.html,other,Learning from Kannada cinema | EkGuru,https://ekguru.shop/kannada/sandalwood/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,662,1,,,0,83,1,0,no,0,yes,no,
kannada/sentence-structure/index.html,other,Kannada sentence structure | EkGuru,https://ekguru.shop/kannada/sentence-structure/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,753,1,,,0,83,1,0,no,0,yes,no,
kannada/shopping/index.html,other,Shopping and bargaining in Kannada | EkGuru,https://ekguru.shop/kannada/shopping/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,730,1,,,0,83,1,0,no,0,yes,no,
kannada/slang/index.html,other,Kannada slang | EkGuru,https://ekguru.shop/kannada/slang/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,675,1,,,0,83,1,0,no,0,yes,no,
kannada/speaking/index.html,other,Speaking practice in Kannada | EkGuru,https://ekguru.shop/kannada/speaking/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,692,1,,,0,83,1,0,no,0,yes,no,
kannada/time-date/index.html,other,Time and dates in Kannada | EkGuru,https://ekguru.shop/kannada/time-date/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,675,1,,,0,83,1,0,no,0,yes,no,
kannada/verbs/index.html,other,Kannada verbs | EkGuru,https://ekguru.shop/kannada/verbs/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,750,1,,,0,83,1,0,no,0,yes,no,
kannada/vocabulary/index.html,other,Core Kannada vocabulary | EkGuru,https://ekguru.shop/kannada/vocabulary/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,709,1,,,0,83,1,0,no,0,yes,no,
kannada/writing/index.html,other,Writing Kannada | EkGuru,https://ekguru.shop/kannada/writing/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,655,1,,,0,83,1,0,no,0,yes,no,
ko/hindi/index.html,other,힌디어 배우기 — 한국어 화자를 위한 완전 가이드 | EkGuru,https://ekguru.shop/ko/hindi/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,MEDIUM_CONTENT,829,1,,,0,59,13,0,no,0,yes,yes,
languages/af/level/a1/index.html,course-level,Afrikaans A1 — not published | EkGuru,https://ekguru.shop/languages/af/level/a1/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/a2/index.html,course-level,Afrikaans A2 — not published | EkGuru,https://ekguru.shop/languages/af/level/a2/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/a3/index.html,course-level,Afrikaans A3 — not published | EkGuru,https://ekguru.shop/languages/af/level/a3/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/b1/index.html,course-level,Afrikaans B1 — not published | EkGuru,https://ekguru.shop/languages/af/level/b1/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/b2/index.html,course-level,Afrikaans B2 — not published | EkGuru,https://ekguru.shop/languages/af/level/b2/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/b3/index.html,course-level,Afrikaans B3 — not published | EkGuru,https://ekguru.shop/languages/af/level/b3/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/c1/index.html,course-level,Afrikaans C1 — not published | EkGuru,https://ekguru.shop/languages/af/level/c1/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/c2/index.html,course-level,Afrikaans C2 — not published | EkGuru,https://ekguru.shop/languages/af/level/c2/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/c3/index.html,course-level,Afrikaans C3 — not published | EkGuru,https://ekguru.shop/languages/af/level/c3/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/c4/index.html,course-level,Afrikaans C4 — not published | EkGuru,https://ekguru.shop/languages/af/level/c4/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/c5/index.html,course-level,Afrikaans C5 — not published | EkGuru,https://ekguru.shop/languages/af/level/c5/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/af/level/index.html,course-ladder,Afrikaans course — not published | EkGuru,https://ekguru.shop/languages/af/level/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,249,1,,,0,44,3,0,no,0,no,yes,
languages/am/level/a1/index.html,course-level,Amharic A1 — not published | EkGuru,https://ekguru.shop/languages/am/level/a1/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/a2/index.html,course-level,Amharic A2 — not published | EkGuru,https://ekguru.shop/languages/am/level/a2/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/a3/index.html,course-level,Amharic A3 — not published | EkGuru,https://ekguru.shop/languages/am/level/a3/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/b1/index.html,course-level,Amharic B1 — not published | EkGuru,https://ekguru.shop/languages/am/level/b1/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/b2/index.html,course-level,Amharic B2 — not published | EkGuru,https://ekguru.shop/languages/am/level/b2/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/b3/index.html,course-level,Amharic B3 — not published | EkGuru,https://ekguru.shop/languages/am/level/b3/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/c1/index.html,course-level,Amharic C1 — not published | EkGuru,https://ekguru.shop/languages/am/level/c1/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/c2/index.html,course-level,Amharic C2 — not published | EkGuru,https://ekguru.shop/languages/am/level/c2/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,238,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/c3/index.html,course-level,Amharic C3 — not published | EkGuru,https://ekguru.shop/languages/am/level/c3/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/c4/index.html,course-level,Amharic C4 — not published | EkGuru,https://ekguru.shop/languages/am/level/c4/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/c5/index.html,course-level,Amharic C5 — not published | EkGuru,https://ekguru.shop/languages/am/level/c5/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,243,1,,,0,45,3,0,no,0,no,yes,
languages/am/level/index.html,course-ladder,Amharic course — not published | EkGuru,https://ekguru.shop/languages/am/level/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,249,1,,,0,44,3,0,no,0,no,yes,
languages/ar/course/index.html,other,Learn Arabic — free course | EkGuru,https://ekguru.shop/languages/ar/course/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,650,1,,,0,60,3,0,no,0,yes,yes,
languages/ar/index.html,other,Learn Arabic basics — free starter pack | EkGuru,https://ekguru.shop/languages/ar/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,442,1,,,0,43,3,0,no,0,yes,no,
languages/ar/lessons/alphabet-and-sounds/index.html,other,The Arabic Alphabet and Sounds — Arabic Course | EkGuru,https://ekguru.shop/languages/ar/lessons/alphabet-and-sounds/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,604,1,,,0,48,3,0,no,0,yes,yes,
languages/ar/lessons/food-and-ordering/index.html,other,Arabic Food and Ordering — Arabic Course | EkGuru,https://ekguru.shop/languages/ar/lessons/food-and-ordering/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,519,1,,,0,48,3,0,no,0,yes,yes,
languages/ar/lessons/greetings-and-introductions/index.html,other,Arabic Greetings and Introductions — Arabic Course | EkGuru,https://ekguru.shop/languages/ar/lessons/greetings-and-introductions/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,582,1,,,0,48,3,0,no,0,yes,yes,
languages/ar/lessons/numbers-1-to-20/index.html,other,Arabic Numbers 1 to 20 — Arabic Course | EkGuru,https://ekguru.shop/languages/ar/lessons/numbers-1-to-20/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,549,1,,,0,48,3,0,no,0,yes,yes,
languages/ar/lessons/present-tense-verbs/index.html,other,Arabic Present Tense — Verbs — Arabic Course | EkGuru,https://ekguru.shop/languages/ar/lessons/present-tense-verbs/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,506,1,,,0,48,3,0,no,0,yes,yes,
languages/ar/lessons/pronouns-and-to-be/index.html,other,Arabic Pronouns and To Be — Arabic Course | EkGuru,https://ekguru.shop/languages/ar/lessons/pronouns-and-to-be/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHED,HIGH_CONTENT,567,1,,,0,48,3,0,no,0,yes,yes,
languages/ar/level/a1/index.html,course-level,"Arabic A1 — Starter: greetings, gender, first verbs | EkGuru",https://ekguru.shop/languages/ar/level/a1/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHABLE_EXISTING,INTERACTIVE_LEARNING,8015,1,,,0,57,3,0,no,0,no,yes,
languages/ar/level/a2/index.html,course-level,"Arabic A2 — Elementary: past, future, descriptions, food | EkGuru",https://ekguru.shop/languages/ar/level/a2/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHABLE_EXISTING,INTERACTIVE_LEARNING,7758,1,,,0,57,3,0,no,0,no,yes,
languages/ar/level/a3/index.html,course-level,Arabic A3 — not published | EkGuru,https://ekguru.shop/languages/ar/level/a3/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,245,1,,,0,45,3,0,no,0,no,yes,
languages/ar/level/b1/index.html,course-level,"Arabic B1 — Intermediate: كان, dual, commands, opinions | EkGuru",https://ekguru.shop/languages/ar/level/b1/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHABLE_EXISTING,INTERACTIVE_LEARNING,7937,1,,,0,57,3,0,no,0,no,yes,
languages/ar/level/b2/index.html,course-level,"Arabic B2 — Advanced: subjunctive, conditionals, debate, culture | EkGuru",https://ekguru.shop/languages/ar/level/b2/,"index, follow, max-snippet:-1, max-image-preview:large",yes,PUBLISHABLE_EXISTING,INTERACTIVE_LEARNING,8335,1,,,0,56,3,0,no,0,no,yes,
languages/ar/level/b3/index.html,course-level,Arabic B3 — not published | EkGuru,https://ekguru.shop/languages/ar/level/b3/,"noindex, follow",no,NOINDEX,RESEARCH_REQUIRED,245,1,,,0,45,3,0,no,0,no,yes,
languages/ar/level/c1/index.html,course-level,Arabic C1 — not published | EkGuru,https://ekguru.shop/languages/ar/level/c1/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,240,1,,,0,45,3,0,no,0,no,yes,
languages/ar/level/c2/index.html,course-level,Arabic C2 — not published | EkGuru,https://ekguru.shop/languages/ar/level/c2/,"noindex, follow",no,PUBLIC_CONTENT_BUG,RESEARCH_REQUIRED,240,1,,,0,45,3,0,no,0,no,yes,
